has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vREmi_Lgb5sotn8GaXkR4RmJfu_Yrjz9_SdFFm-w02UH0jZXu7KttznWLYOuxrTRnnva3esdiGE0dJS/pub?start=true&amp;loop=true&amp;delayms=3000&amp;pli=1&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vT07mbcr-tfpo7MTeptufIou6nk2G8z9fxaaIVsdwzwV6gg90wwjxO-FgzgoHpbwmNT51NdKm2QnluE/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vS_Ctc7X25irkKpZpSxgvQqugE1AWhP38s7P5VdCIwNqQiWFTghT8iqWmfisQyfoXU-IWBI8w8cZs0z/pub?start=false&loop=false&delayms=3000&slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,10,0,0,0,60,0,2,1,11,0,0,0,0,1,0,16,0,0,0,0,1,0,https://keepo.io/recentupdate,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSbg9636Fn4omOyutZDwrmB19AcZKuO0pPQ0-i4Z6MfQnvwz4_Bxz6y8fzWVv6qy_omGm14xnC6X7__/pub?start=false&amp;loop=false&amp;delayms=3000,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/QmbGLPq81N6DtHiWCwTBjNxGJnC4kronDAB6QVZCYSVreX/dhl.html?alt=media&amp;token=033982e3-60ca-457e-b182-18a03119de12&amp;data=d2VuZHkubWVuZ0Bjb21wb25lbnRoYXJkd2FyZS5jb20N&amp;subf=Transport-Label.pdf&amp;file=Waybill.pdf.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/QmbGLPq81N6DtHiWCwTBjNxGJnC4kronDAB6QVZCYSVreX/dhl.html?alt=media&amp;token=033982e3-60ca-457e-b182-18a03119de12&amp;data=d2VuZHkubWVuZ0Bjb21wb25lbnRoYXJkd2FyZS5jb20N&amp;subf=Transport-Label.pdf&amp;file=Waybill.pdf,1
1,1,1,0,0,1,1,1,1,0,0,4,1,0,0,0,0,0,0,0,1,16,0,0,0,218,0,0,1,12,0,0,1,0,0,0,2,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeifuzru3raqecfle4x673htf65rkwn3llp6ri2jshfi6o2vrn6uf5e/eg1xauth.html?3mail@b.c,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=scunningham@case.org&amp;subf=Transport-Label.pdf&amp;file=Waybill.pdf,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=richard@meryon.net,1
1,1,1,0,1,0,1,1,0,0,0,3,1,0,0,32,0,0,0,1,0,2,1,0,0,675,0,38,4,43,0,1,1,0,1,0,0,1,0,0,0,13,0,https://waak89ckve.execute-api.us-west-2.amazonaws.com/default/BT-redirect,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=samples@sophos.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=robert.weinfurter@brandsourcery.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=drtasneem@primehealth.ae,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeihhl6v6ahuhbpbsaffarzbsridd5ft27wql6dd7ukhcw7woaxo5qi/?data=a.szotowski@fernsteuergeraete.de,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRO0Q2Igj5b1cVSjmSV6M53YzFWJKJjVJ1MtErkF2OEZwIjeu5XJc3rIXKi7_ABm566mz1iy_z-VJUp/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/KsPl0Czc8DpWF,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,59,1,1,0,1410,0,3,2,5,0,0,0,0,0,0,3,1,0,0,0,1,0,https://bit.ly/-MiBanco,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vS--6GiEDyXLbaPBp1FFYcdqVE3l9cEkGhB3L7M7poS3DFujvOFqvYvpw4g2U5DwYXYxR2Sx0dwE8Pd/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,3,4,0,1,0,182,0,1,1,12,0,0,1,0,1,0,18,0,0,0,0,1,0,https://cloudflare-ipfs.com/ipfs/QmV1Y7Zqan39MpKqzjTLAUa2BcBQCky8MCanR7KYbxzQVk/GM.html#x@x.com,1
1,1,1,0,0,1,1,1,1,0,0,15,1,0,0,121,0,0,8,7,14,66,1,1,1,5960,0,146,34,78,22,1,1,0,0,0,6,1,0,1,28,52,0,https://snipy.net/VrtLYw,1
1,1,1,0,0,1,0,0,1,0,0,4,2,0,71,328,0,0,5,2,4,9,1,1,0,5593,0,356,1,90,0,0,1,0,0,0,8,0,0,0,0,60,0,https://snipy.net/kEOjqO,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,39,2,36,24,1,0,0,68,3,3,2,15,0,0,0,0,1,0,20,0,0,0,0,3,0,https://www.cakeresume.com/s--HKKJyT-oSCb0WJyZUSDvWw--/bt-internet-41dd74,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTAGx1uKdZe9r_YaGTbmOv2CEr-Vs33nULytmlGN_5Tasy4igu18DeB55YqbrRswV3k-6s95E8UhqrC/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,39,2,36,17,1,0,0,52,3,3,2,15,0,0,0,0,1,0,20,0,0,0,0,0,0,https://www.cakeresume.com/s--dKj4ZCaSUtPIPBopm71Vxw--/xhjd,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQLx84OWp52VewJXo0iAsvKVzoE6gjSJ0n67eEunl92BSdr8-BiMRu-tfYp6nsZ513ZE_LbOd8se0Co/pub?start=true&amp;loop=true&amp;delayms=60000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/C3mGo24W6SPY9,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/YCLFO1lBtHEDM,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,7,0,0,0,58,0,2,1,11,0,0,0,0,1,0,16,0,0,0,0,1,0,https://keepo.io/UPDOTESBC,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTQDjSGAobRbm4fHq4c1EB3gM3A-DqyFXepkd_q4tqOSnJDQCPnHBRJba1C4YlSeZYPgPB021BxsrQX/pub?start=false&loop=false&delayms=3000&slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTQDjSGAobRbm4fHq4c1EB3gM3A-DqyFXepkd_q4tqOSnJDQCPnHBRJba1C4YlSeZYPgPB021BxsrQX/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTNiU1USvsQV-z8RGcLX5kdAuzmoahuvWxBRkgEP6uGVwvoECs27272Spbqa7h8MzjK7CR-vfLpGAaN/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTNiU1USvsQV-z8RGcLX5kdAuzmoahuvWxBRkgEP6uGVwvoECs27272Spbqa7h8MzjK7CR-vfLpGAaN/pub?start=false&loop=false&delayms=3000&slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTNiU1USvsQV-z8RGcLX5kdAuzmoahuvWxBRkgEP6uGVwvoECs27272Spbqa7h8MzjK7CR-vfLpGAaN/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSpeDguBhlDqDUIT3O00OMqCXQU2eWWJW_1_L9GGMFjEacJvlh6CotlspdQgX9yz14LcqpiaEQZ_bnv/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,24,0,0,0,114,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vScZBjY7GWz6swWvMYnWavMRh_9HrQXcmBkdI1BDYIkR9w9Ir8SV2Ug9JUxs-swYMaf4Zm2cOBiXTIE/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,28,0,0,0,118,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSMuuI56cfRjpbQGmTiGqiJuXV_LSFy8x3sZPXqDoUBTkchY6NccluM5H4i6LdEqLn_M71aBgArU00X/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRSoG6Opy-9wrlzVARK_Ln3abC2shOE6wZT4KKU6i8KRvkQdw_AS3cehUUto1aO3CTergeM-S7FHK6G/pub?start=true&amp;loop=true&amp;delayms=60000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,26,0,0,0,116,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRPDR7ozrlcsIdqgXrmZYJzeL_l_2T2UhduV_Tn9lA7_bqJR21LHiFsAfbV77W51USopajxa843r5FN/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,19,0,0,0,109,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQzY9kOcz2wUl6O0DSiIOrhMPbPEniGkqQJqcFPq0AKAaxXUoRF_JfGJqYy3KmBS0FpaevkhtP_qaA5/pub?start=false&loop=false&delayms=3000&slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,19,0,0,0,109,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQzY9kOcz2wUl6O0DSiIOrhMPbPEniGkqQJqcFPq0AKAaxXUoRF_JfGJqYy3KmBS0FpaevkhtP_qaA5/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,36,0,0,0,126,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQyffJ7tNrVvFw6Vwuz6h1fg8eTwtX3UwZmnooPY31y_fqGNfFLA6wuOXw-kvvi46FtkUZCkoRpK4S4/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQgLTOHm83AmMcvBWKy2xAejqTL8BxF_8FhBlrIzymyBgcWd-lPnooLCR-e3-gFrpvbrshZ-I-M2TFh/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,28,0,0,0,118,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQ1cRxjj-TEDxCsitFIqEVSZPsttnLu-7J1ZOoFJcQu-_CrmOK6a5IaPHjAlw3YsYtn8qgwQGfa_U27/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTFCf0BL58BP4WAWswSnofy0ehBy6h-Lx-92_0JaazRDat0g0rC_sJJG0hZyC5N0Y1Ys34L1JOeJFEa/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/cOL1hHPoqbXki,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://4rsgcxvhr34rdfsf.z13.web.core.windows.net/,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,875,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,https://sites.google.com/view/evenamea/accueil,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,210,0,18,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,https://www.officepro.com.kh/storage/app/product/thumbnail/index.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/HxDl5YvSyfzK8,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,24,0,0,0,56,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,https://taplink.cc/bt365business,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,25,0,0,0,57,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,https://taplink.cc/btserviceincss,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,875,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,https://sites.google.com/view/gmx-konto-aktualisieren/home,1
1,1,1,0,0,1,1,0,0,0,0,1,2,0,0,18,0,0,4,7,3,18,1,1,0,2629,2,15,0,58,0,1,1,0,0,0,5,0,0,0,0,16,0,https://www.encurtador.dev/redirecionamento/HYPE-AGGIORNAMENTO-APP,1
